D_Airport Rating,D_Airport On Time Rating,D_Airport Service Rating,A_Airport Rating,A_Airport On Time Rating,A_Airport Service Rating,D_Delay,Duration,A_Delay,C_Rating,C_Market Share,C_Load Factor,C_On Time Performance Rating,D_DewPointC,D_WindGustKmph,D_cloudcover,D_humidity,D_precipMM,D_pressure,D_tempC,D_visibility,D_winddirDegree,D_windspeedKmph,D_Time,A_DewPointC,A_WindGustKmph,A_cloudcover,A_humidity,A_precipMM,A_pressure,A_tempC,A_visibility,A_winddirDegree,A_windspeedKmph,A_Time,BLR-BOM,BLR-DEL,BOM-DEL,CCU-DEL,DEL-HYD,Air Asia,Air India,Go Air,Indigo,Spicejet,Vistara
7.50,8.60,9.20,7.99,7.30,9.10,13.00,139.00,-13.00,6.60,12.00,80.75,70.30,16.00,12.00,3.00,57.00,0.00,1012.00,26.00,10.00,178.00,9.00,6.00,4.00,8.00,0.00,17.00,0.00,1008.00,33.00,10.00,279.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,28.00,148.00,-3.00,6.60,12.00,80.75,70.30,15.00,28.00,24.00,58.00,0.00,1008.00,24.00,10.00,253.00,22.00,6.00,12.00,15.00,4.00,25.00,0.00,1004.00,35.00,10.00,80.00,13.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,15.00,143.00,-8.00,6.60,12.00,80.75,70.30,21.00,20.00,59.00,77.00,0.20,1008.00,25.00,9.00,282.00,16.00,6.00,17.00,18.00,0.00,28.00,0.00,999.00,40.00,10.00,143.00,15.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,21.00,141.00,-3.00,6.60,12.00,80.75,70.30,18.00,31.00,57.00,77.00,0.00,1007.00,23.00,10.00,249.00,25.00,6.00,20.00,18.00,14.00,40.00,0.00,998.00,37.00,10.00,156.00,16.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,45.00,137.00,16.00,6.60,12.00,80.75,70.30,17.00,36.00,23.00,47.00,0.00,1006.00,29.00,10.00,257.00,32.00,13.00,20.00,10.00,16.00,32.00,0.00,994.00,40.00,10.00,168.00,9.00,15.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,21.00,139.00,-6.00,6.60,12.00,80.75,70.30,17.00,34.00,50.00,77.00,0.00,1009.00,21.00,10.00,248.00,27.00,6.00,23.00,11.00,55.00,53.00,0.00,997.00,34.00,9.00,102.00,9.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,41.00,158.00,34.00,6.60,12.00,80.75,70.30,19.00,37.00,74.00,73.00,0.00,1009.00,24.00,10.00,265.00,30.00,10.00,22.00,5.00,58.00,39.00,1.10,999.00,38.00,8.00,338.00,4.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,17.00,132.00,-17.00,6.60,12.00,80.75,70.30,19.00,8.00,72.00,78.00,0.70,1012.00,23.00,9.00,84.00,6.00,6.00,21.00,5.00,53.00,58.00,0.20,1009.00,30.00,9.00,144.00,4.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,12.00,136.00,-17.00,6.60,12.00,80.75,70.30,20.00,12.00,71.00,92.00,0.00,1014.00,21.00,10.00,84.00,9.00,6.00,13.00,9.00,75.00,40.00,0.50,1014.00,28.00,9.00,273.00,6.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,16.00,141.00,-23.00,6.60,12.00,80.75,70.30,18.00,23.00,83.00,91.00,0.00,1014.00,19.00,10.00,82.00,17.00,6.00,4.00,11.00,0.00,33.00,0.00,1018.00,21.00,10.00,285.00,9.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,15.00,137.00,-13.00,6.60,12.00,80.75,70.30,9.00,16.00,4.00,40.00,0.00,1015.00,23.00,10.00,130.00,10.00,6.00,8.00,10.00,42.00,44.00,0.00,1015.00,21.00,10.00,349.00,8.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,18.00,139.00,-8.00,6.60,12.00,80.75,70.30,5.00,23.00,2.00,31.00,0.00,1015.00,24.00,10.00,131.00,15.00,6.00,7.00,4.00,46.00,38.00,0.10,1016.00,21.00,10.00,146.00,3.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,15.00,145.00,-5.00,6.60,12.00,80.75,70.30,6.00,23.00,7.00,32.00,0.00,1015.00,24.00,10.00,128.00,15.00,6.00,12.00,13.00,1.00,58.00,0.00,1018.00,21.00,10.00,334.00,11.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,10.00,137.00,-17.00,6.60,12.00,80.75,70.30,8.00,21.00,0.00,40.00,0.00,1015.00,22.00,10.00,122.00,14.00,6.00,9.00,12.00,37.00,52.00,0.00,1017.00,20.00,10.00,311.00,10.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,17.00,145.00,-4.00,6.60,12.00,80.75,70.30,12.00,14.00,0.00,53.00,0.00,1014.00,22.00,13.00,119.00,10.00,6.00,10.00,10.00,11.00,42.00,0.00,1015.00,24.00,18.00,319.00,8.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,13.00,147.00,-5.00,6.60,12.00,80.75,70.30,17.00,13.00,2.00,72.00,0.00,1014.00,22.00,20.00,149.00,11.00,6.00,8.00,6.00,2.00,33.00,0.00,1014.00,26.00,20.00,320.00,5.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,23.00,145.00,-12.00,6.60,12.00,80.75,70.30,17.00,14.00,4.00,69.00,0.00,1013.00,23.00,10.00,173.00,12.00,6.00,10.00,7.00,3.00,40.00,0.00,1010.00,25.00,10.00,283.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,8.00,148.00,-9.00,6.60,12.00,80.75,70.30,17.00,15.00,12.00,64.00,0.00,1011.00,24.00,10.00,170.00,12.00,6.00,8.00,18.00,23.00,34.00,0.00,1008.00,25.00,10.00,142.00,15.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,14.00,141.00,-10.00,6.60,12.00,80.75,70.30,16.00,12.00,17.00,60.00,0.00,1013.00,24.00,10.00,179.00,9.00,6.00,9.00,7.00,5.00,36.00,0.00,1012.00,26.00,10.00,286.00,6.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,13.00,139.00,-13.00,6.60,12.00,80.75,70.30,15.00,14.00,13.00,55.00,0.00,1014.00,24.00,10.00,172.00,11.00,6.00,7.00,16.00,0.00,31.00,0.00,1014.00,25.00,10.00,312.00,14.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,18.00,140.00,-8.00,6.60,12.00,80.75,70.30,17.00,12.00,14.00,62.00,0.00,1013.00,25.00,10.00,165.00,10.00,6.00,6.00,17.00,5.00,32.00,0.00,1013.00,24.00,10.00,308.00,14.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,12.00,137.00,-16.00,6.60,12.00,80.75,70.30,14.00,13.00,12.00,48.00,0.00,1012.00,26.00,10.00,189.00,9.00,6.00,7.00,13.00,6.00,31.00,0.00,1012.00,26.00,10.00,294.00,11.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,13.00,140.00,-12.00,6.60,12.00,80.75,70.30,15.00,15.00,6.00,53.00,0.00,1012.00,25.00,10.00,150.00,11.00,6.00,8.00,12.00,31.00,35.00,0.00,1012.00,24.00,10.00,301.00,11.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,19.00,148.00,-13.00,6.60,12.00,80.75,70.30,12.00,14.00,5.00,45.00,0.00,1013.00,25.00,10.00,161.00,10.00,6.00,11.00,14.00,0.00,43.00,0.00,1014.00,25.00,10.00,308.00,12.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,22.00,148.00,6.00,6.60,12.00,80.75,70.30,13.00,14.00,3.00,50.00,0.00,1015.00,24.00,10.00,189.00,10.00,6.00,8.00,11.00,6.00,29.00,0.00,1014.00,29.00,10.00,269.00,10.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,14.00,138.00,-12.00,6.60,12.00,80.75,70.30,14.00,17.00,2.00,53.00,0.00,1015.00,24.00,13.00,196.00,12.00,6.00,7.00,8.00,6.00,24.00,0.00,1011.00,30.00,18.00,274.00,6.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,20.00,144.00,-1.00,6.60,12.00,80.75,70.30,10.00,16.00,4.00,38.00,0.00,1012.00,25.00,20.00,194.00,12.00,6.00,10.00,4.00,5.00,28.00,0.00,1009.00,31.00,20.00,240.00,4.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,7.00,142.00,-16.00,6.60,12.00,80.75,70.30,14.00,14.00,4.00,49.00,0.00,1012.00,25.00,20.00,205.00,11.00,6.00,6.00,6.00,21.00,20.00,0.00,1006.00,33.00,20.00,163.00,5.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,17.00,142.00,-6.00,6.60,12.00,80.75,70.30,19.00,13.00,2.00,71.00,0.00,1012.00,25.00,10.00,237.00,11.00,6.00,6.00,14.00,0.00,22.00,0.00,1008.00,31.00,10.00,325.00,12.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,26.00,143.00,3.00,6.60,12.00,80.75,70.30,8.00,19.00,0.00,45.00,0.00,1020.00,21.00,10.00,79.00,15.00,9.00,1.00,8.00,8.00,28.00,0.00,1020.00,20.00,10.00,318.00,7.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,14.00,144.00,-22.00,6.60,12.00,80.75,70.30,14.00,25.00,5.00,75.00,0.00,1017.00,18.00,10.00,93.00,17.00,5.00,9.00,7.00,6.00,61.00,0.00,1021.00,16.00,10.00,306.00,6.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,21.00,143.00,-1.00,6.60,12.00,80.75,70.30,19.00,13.00,9.00,78.00,0.00,1011.00,23.00,10.00,145.00,10.00,6.00,13.00,5.00,12.00,65.00,0.00,1010.00,21.00,10.00,272.00,5.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,11.00,145.00,-8.00,6.60,12.00,80.75,70.30,13.00,23.00,0.00,50.00,0.00,1013.00,25.00,10.00,145.00,14.00,6.00,7.00,8.00,4.00,21.00,0.00,1009.00,32.00,10.00,120.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,11.00,139.00,-15.00,6.60,12.00,80.75,70.30,17.00,18.00,12.00,61.00,0.00,1010.00,25.00,10.00,259.00,16.00,6.00,2.00,9.00,1.00,11.00,0.00,1005.00,37.00,10.00,270.00,8.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,18.00,153.00,6.00,6.60,12.00,80.75,70.30,20.00,19.00,52.00,77.00,1.80,1008.00,25.00,8.00,257.00,12.00,6.00,10.00,16.00,7.00,18.00,0.00,1000.00,39.00,10.00,138.00,14.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,13.00,153.00,1.00,6.60,12.00,80.75,70.30,18.00,31.00,43.00,74.00,0.00,1008.00,23.00,10.00,250.00,24.00,6.00,21.00,10.00,69.00,36.00,0.00,996.00,38.00,9.00,137.00,8.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,28.00,151.00,14.00,6.60,12.00,80.75,70.30,17.00,39.00,42.00,77.00,0.00,1010.00,21.00,10.00,256.00,28.00,6.00,23.00,10.00,32.00,51.00,0.00,997.00,35.00,10.00,91.00,9.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,17.00,148.00,-16.00,6.60,12.00,80.75,70.30,19.00,32.00,80.00,84.00,0.10,1008.00,21.00,10.00,250.00,23.00,6.00,24.00,10.00,49.00,59.00,0.60,999.00,34.00,8.00,98.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,14.00,150.00,-1.00,6.60,12.00,80.75,70.30,19.00,10.00,17.00,82.00,0.00,1013.00,23.00,10.00,202.00,7.00,6.00,20.00,6.00,22.00,52.00,0.00,1010.00,31.00,10.00,94.00,5.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,16.00,138.00,-11.00,6.60,12.00,80.75,70.30,17.00,24.00,58.00,88.00,0.00,1015.00,19.00,10.00,88.00,19.00,6.00,1.00,5.00,0.00,24.00,0.00,1020.00,23.00,10.00,298.00,4.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,15.00,128.00,-22.00,6.60,12.00,80.75,70.30,15.00,11.00,1.00,46.00,0.00,1011.00,27.00,10.00,185.00,9.00,6.00,8.00,9.00,4.00,21.00,0.00,1008.00,34.00,10.00,224.00,8.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,19.00,141.00,-6.00,6.60,12.00,80.75,70.30,14.00,13.00,4.00,46.00,0.00,1011.00,26.00,10.00,183.00,10.00,6.00,11.00,13.00,0.00,23.00,0.00,1007.00,35.00,10.00,249.00,11.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,10.00,135.00,-20.00,6.60,12.00,80.75,70.30,10.00,14.00,0.00,38.00,0.00,1012.00,26.00,10.00,190.00,11.00,6.00,8.00,12.00,16.00,20.00,0.00,1006.00,34.00,10.00,331.00,10.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,20.00,136.00,-24.00,6.60,12.00,80.75,70.30,18.00,14.00,4.00,62.00,0.00,1011.00,26.00,10.00,229.00,11.00,6.00,15.00,15.00,33.00,40.00,0.00,1008.00,30.00,9.00,114.00,13.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,18.00,139.00,-8.00,6.60,12.00,80.75,70.30,18.00,12.00,30.00,62.00,0.00,1012.00,26.00,10.00,211.00,10.00,6.00,15.00,23.00,81.00,54.00,0.00,1011.00,25.00,8.00,146.00,19.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,11.00,141.00,-13.00,6.60,12.00,80.75,70.30,19.00,7.00,63.00,61.00,0.00,1011.00,27.00,9.00,256.00,6.00,6.00,15.00,8.00,10.00,52.00,0.00,1012.00,26.00,10.00,137.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,15.00,147.00,-4.00,6.60,12.00,80.75,70.30,20.00,14.00,60.00,71.00,1.00,1010.00,26.00,8.00,243.00,9.00,6.00,12.00,10.00,14.00,36.00,0.00,1010.00,28.00,10.00,340.00,9.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,11.00,144.00,-10.00,6.60,12.00,80.75,70.30,19.00,12.00,10.00,62.00,0.00,1009.00,27.00,10.00,213.00,10.00,6.00,11.00,8.00,5.00,31.00,0.00,1007.00,31.00,10.00,304.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,8.00,146.00,-11.00,6.60,12.00,80.75,70.30,19.00,12.00,19.00,64.00,0.00,1009.00,26.00,10.00,241.00,10.00,6.00,8.00,9.00,8.00,22.00,0.00,1005.00,33.00,10.00,312.00,8.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,10.00,148.00,-7.00,6.60,12.00,80.75,70.30,18.00,10.00,59.00,60.00,0.00,1008.00,27.00,10.00,259.00,9.00,6.00,11.00,3.00,3.00,22.00,0.00,1005.00,36.00,10.00,206.00,2.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,21.00,143.00,-16.00,6.60,12.00,80.75,70.30,18.00,9.00,59.00,62.00,0.20,1010.00,26.00,9.00,187.00,8.00,6.00,12.00,5.00,0.00,20.00,0.00,1005.00,39.00,10.00,298.00,4.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,15.00,143.00,-7.00,6.60,12.00,80.75,70.30,18.00,8.00,22.00,62.00,0.00,1011.00,26.00,10.00,153.00,6.00,6.00,11.00,11.00,0.00,21.00,0.00,1006.00,38.00,10.00,158.00,9.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,19.00,146.00,0.00,6.60,12.00,80.75,70.30,15.00,12.00,21.00,50.00,0.00,1010.00,26.00,10.00,154.00,8.00,6.00,7.00,7.00,6.00,16.00,0.00,1006.00,38.00,10.00,218.00,6.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,26.00,135.00,-4.00,6.60,12.00,80.75,70.30,16.00,13.00,5.00,51.00,0.00,1009.00,27.00,10.00,227.00,10.00,6.00,6.00,10.00,0.00,14.00,0.00,1005.00,39.00,10.00,324.00,9.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,106.00,137.00,78.00,6.60,12.00,80.75,70.30,16.00,9.00,3.00,44.00,0.00,1009.00,29.00,10.00,230.00,8.00,7.00,3.00,22.00,0.00,11.00,0.00,1005.00,40.00,10.00,320.00,19.00,10.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,11.00,141.00,-14.00,6.60,12.00,80.75,70.30,17.00,10.00,20.00,53.00,0.00,1008.00,28.00,10.00,171.00,8.00,6.00,-1.00,17.00,0.00,9.00,0.00,1004.00,37.00,10.00,302.00,15.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,-1.00,136.00,-30.00,6.60,12.00,80.75,70.30,19.00,13.00,61.00,59.00,0.10,1009.00,28.00,10.00,227.00,11.00,6.00,2.00,8.00,0.00,10.00,0.00,1004.00,39.00,10.00,296.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,6.00,137.00,-38.00,6.60,12.00,80.75,70.30,18.00,16.00,64.00,62.00,0.00,1008.00,26.00,10.00,265.00,13.00,5.00,-1.00,12.00,0.00,8.00,0.00,1001.00,39.00,10.00,151.00,11.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,29.00,143.00,7.00,6.60,12.00,80.75,70.30,8.00,18.00,0.00,57.00,0.00,1019.00,16.00,10.00,90.00,12.00,6.00,4.00,15.00,4.00,46.00,0.00,1020.00,16.00,10.00,124.00,13.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,8.00,141.00,-15.00,6.60,12.00,80.75,70.30,15.00,17.00,5.00,77.00,0.00,1018.00,20.00,13.00,99.00,13.00,6.00,6.00,5.00,30.00,48.00,0.00,1019.00,17.00,18.00,100.00,3.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,36.00,145.00,16.00,6.60,12.00,80.75,70.30,18.00,13.00,80.00,64.00,0.30,1011.00,25.00,9.00,229.00,10.00,6.00,11.00,12.00,0.00,57.00,0.00,1011.00,21.00,10.00,300.00,10.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,74.00,137.00,46.00,6.60,12.00,80.75,70.30,14.00,11.00,3.00,49.00,0.00,1014.00,26.00,10.00,220.00,9.00,7.00,6.00,5.00,7.00,17.00,0.00,1008.00,35.00,10.00,130.00,4.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,16.00,139.00,-10.00,6.60,12.00,80.75,70.30,18.00,20.00,60.00,60.00,0.60,1012.00,26.00,9.00,267.00,14.00,6.00,-2.00,14.00,0.00,9.00,0.00,1006.00,37.00,10.00,282.00,12.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,17.00,138.00,-10.00,6.60,12.00,80.75,70.30,20.00,18.00,55.00,71.00,1.20,1007.00,26.00,8.00,268.00,12.00,6.00,12.00,13.00,0.00,17.00,0.00,999.00,42.00,10.00,144.00,11.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,22.00,136.00,-22.00,6.60,12.00,80.75,70.30,18.00,34.00,71.00,75.00,0.00,1007.00,23.00,10.00,252.00,27.00,6.00,22.00,7.00,63.00,47.00,0.70,994.00,35.00,10.00,267.00,6.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,47.00,140.00,22.00,6.60,12.00,80.75,70.30,18.00,36.00,97.00,80.00,0.00,1008.00,22.00,10.00,251.00,28.00,7.00,23.00,9.00,72.00,50.00,0.00,995.00,35.00,10.00,124.00,8.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,11.00,139.00,-15.00,6.60,12.00,80.75,70.30,18.00,38.00,87.00,83.00,0.00,1008.00,21.00,10.00,255.00,27.00,6.00,24.00,15.00,56.00,61.00,0.10,1000.00,32.00,9.00,108.00,13.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,12.00,132.00,-21.00,6.60,12.00,80.75,70.30,19.00,15.00,79.00,82.00,1.60,1012.00,22.00,8.00,22.00,9.00,6.00,16.00,11.00,9.00,45.00,0.00,1010.00,30.00,10.00,318.00,10.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,12.00,134.00,-19.00,6.60,12.00,80.75,70.30,17.00,4.00,4.00,74.00,0.00,1014.00,22.00,10.00,34.00,3.00,6.00,10.00,13.00,0.00,31.00,0.00,1011.00,29.00,10.00,281.00,11.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,21.00,139.00,-6.00,6.60,12.00,80.75,70.30,16.00,22.00,43.00,89.00,0.00,1017.00,18.00,10.00,83.00,17.00,6.00,3.00,2.00,0.00,29.00,0.00,1021.00,22.00,10.00,130.00,1.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,13.00,140.00,-12.00,6.60,12.00,80.75,70.30,20.00,12.00,7.00,71.00,0.00,1009.00,26.00,10.00,245.00,9.00,6.00,10.00,6.00,6.00,19.00,0.00,1003.00,38.00,10.00,343.00,5.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,17.00,138.00,-25.00,6.60,12.00,80.75,70.30,19.00,14.00,59.00,66.00,0.10,1009.00,26.00,10.00,264.00,11.00,6.00,15.00,9.00,23.00,35.00,0.00,1004.00,33.00,10.00,120.00,7.00,8.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
7.50,8.60,9.20,7.99,7.30,9.10,18.00,167.00,20.00,6.60,12.00,80.75,70.30,20.00,18.00,18.00,76.00,0.00,1010.00,25.00,10.00,260.00,14.00,6.00,11.00,4.00,7.00,22.00,0.00,1006.00,37.00,10.00,221.00,3.00,9.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
